Space1.keys,Space1.rt,Space2.keys,Space2.rt,key_resp.keys,key_resp.corr,key_resp.rt,Practice_loop.thisRepN,Practice_loop.thisTrialN,Practice_loop.thisN,Practice_loop.thisIndex,Practice_loop.ran,Target1,Prime,Target2,Type,CorrAns,Participant I.D.,date,expName,psychopyVersion,OS,frameRate,Space3.keys,Space3.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_3.keys,key_resp_3.rt,typedWord,key_resp_4.keys,key_resp_4.rt,typedWord2,key_resp_5.keys,key_resp_5.rt
,,,,,,,,,,,,foreign,fumeign,FOREIGN,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.82542,0,99,99,19,1,,,,,,,,
,,,,,,,,,,,,yowned,yonwed,YOWNED,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.54747,0,100,100,155,1,,,,,,,,
,,,,,,,,,,,,apting,azking,APTING,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.984655,0,101,101,78,1,,,,,,,,
,,,,,,,,,,,,dufty,dutfy,DUFTY,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,3.40728,0,102,102,97,1,,,,,,,,
,,,,,,,,,,,,troasure,trosaure,TROASURE,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.03416,0,103,103,146,1,,,,,,,,
,,,,,,,,,,,,sibble,sibode,SIBBLE,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.037115,0,104,104,129,1,,,,,,,,
,,,,,,,,,,,,knorn,konrn,KNORN,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,2.716285,0,105,105,109,1,,,,,,,,
,,,,,,,,,,,,stimp,stmip,STIMP,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,2.13259,0,106,106,137,1,,,,,,,,
,,,,,,,,,,,,crockle,chickle,CROCKLE,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.85156,0,107,107,89,1,,,,,,,,
,,,,,,,,,,,,gniching,ginching,GNICHING,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.940575,0,108,108,104,1,,,,,,,,
,,,,,,,,,,,,flazer,falzer,FLAZER,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.728185,0,109,109,102,1,,,,,,,,
,,,,,,,,,,,,tomay,toamy,TOMAY,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.594175,0,110,110,149,1,,,,,,,,
,,,,,,,,,,,,blanket,blanekt,BLANKET,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.74842,0,111,111,8,1,,,,,,,,
,,,,,,,,,,,,round,roasd,ROUND,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.6064,0,112,112,55,1,,,,,,,,
,,,,,,,,,,,,snake,sanke,SNAKE,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.52016,0,113,113,61,1,,,,,,,,
,,,,,,,,,,,,meanwhile,mionwhile,MEANWHILE,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.75439,0,114,114,36,1,,,,,,,,
,,,,,,,,,,,,caterpiddar,catonpiddar,CATERPIDDAR,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.76984,0,115,115,86,1,,,,,,,,
,,,,,,,,,,,,clavely,chovely,CLAVELY,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.90967,0,116,116,88,1,,,,,,,,
,,,,,,,,,,,,thirns,thrins,THIRNS,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.69657,0,117,117,148,1,,,,,,,,
,,,,,,,,,,,,kitchen,kolchen,KITCHEN,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.66555,0,118,118,30,1,,,,,,,,
,,,,,,,,,,,,summer,smumer,SUMMER,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.612255,0,119,119,67,1,,,,,,,,
,,,,,,,,,,,,hoafe,hofae,HOAFE,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.784735,0,120,120,107,1,,,,,,,,
,,,,,,,,,,,,hotel,hidel,HOTEL,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.56483,0,121,121,27,1,,,,,,,,
,,,,,,,,,,,,stoze,sotze,STOZE,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.603005,0,122,122,141,1,,,,,,,,
,,,,,,,,,,,,holiday,hafiday,HOLIDAY,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.63149,0,123,123,25,1,,,,,,,,
,,,,,,,,,,,,stomach,sotmach,STOMACH,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.55751,0,124,124,65,1,,,,,,,,
,,,,,,,,,,,,motter,mtoter,MOTTER,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.95817,0,125,125,115,1,,,,,,,,
,,,,,,,,,,,,plastic,plasdoc,PLASTIC,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.631075,0,126,126,47,1,,,,,,,,
,,,,,,,,,,,,smooth,somoth,SMOOTH,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.5487,0,127,127,59,1,,,,,,,,
,,,,,,,,,,,,heaven,houven,HEAVEN,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.934215,0,128,128,23,1,,,,,,,,
,,,,,,,,,,,,chupter,chufler,CHUPTER,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.960645,0,129,129,87,1,,,,,,,,
,,,,,,,,,,,,markles,marlkes,MARKLES,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.532415,0,130,130,112,1,,,,,,,,
,,,,,,,,,,,,vegetable,vgeetable,VEGETABLE,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.925275,0,131,131,74,1,,,,,,,,
,,,,,,,,,,,,forest,fazest,FOREST,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,1.161665,0,132,132,20,1,,,,,,,,
,,,,,,,,,,,,curfomers,confomers,CURFOMERS,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,2.64949,0,133,133,93,1,,,,,,,,
,,,,,,,,,,,,spailt,sparft,SPAILT,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.233025,0,134,134,133,1,,,,,,,,
,,,,,,,,,,,,instant,irotant,INSTANT,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,1.25545,0,135,135,29,1,,,,,,,,
,,,,,,,,,,,,boach,beuch,BOACH,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,2.164625,0,136,136,82,1,,,,,,,,
,,,,,,,,,,,,esferiment,efseriment,ESFERIMENT,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,2.016395,0,137,137,100,1,,,,,,,,
,,,,,,,,,,,,heafs,hefas,HEAFS,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,2.178375,0,138,138,106,1,,,,,,,,
,,,,,,,,,,,,outside,outsake,OUTSIDE,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,1.428525,0,139,139,39,1,,,,,,,,
,,,,,,,,,,,,chicken,chicekn,CHICKEN,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.72827,0,140,140,11,1,,,,,,,,
,,,,,,,,,,,,natural,nidural,NATURAL,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,1.966505,0,141,141,37,1,,,,,,,,
,,,,,,,,,,,,twotched,towtched,TWOTCHED,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.83909,0,142,142,151,1,,,,,,,,
,,,,,,,,,,,,onerall,onuvall,ONERALL,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.0175,0,143,143,117,1,,,,,,,,
,,,,,,,,,,,,cammied,cammoad,CAMMIED,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.15413,0,144,144,85,1,,,,,,,,
,,,,,,,,,,,,spear,separ,SPEAR,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.7346,0,145,145,62,1,,,,,,,,
,,,,,,,,,,,,thought,thuoght,THOUGHT,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.72676,0,146,146,71,1,,,,,,,,
,,,,,,,,,,,,proffed,pauffed,PROFFED,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.773815,0,147,147,122,1,,,,,,,,
,,,,,,,,,,,,trapped,tarpped,TRAPPED,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.898375,0,148,148,73,1,,,,,,,,
,,,,,,,,,,,,swump,suwmp,SWUMP,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.76681,0,149,149,144,1,,,,,,,,
,,,,,,,,,,,,awful,awufl,AWFUL,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.72399,0,150,150,3,1,,,,,,,,
,,,,,,,,,,,,pench,putch,PENCH,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.764345,0,151,151,118,1,,,,,,,,
,,,,,,,,,,,,biscuit,bisciut,BISCUIT,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.70236,0,152,152,7,1,,,,,,,,
,,,,,,,,,,,,crishing,conshing,CRISHING,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.950835,0,153,153,90,1,,,,,,,,
,,,,,,,,,,,,sporks,spilks,SPORKS,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,2.463625,0,154,154,132,1,,,,,,,,
,,,,,,,,,,,,midute,midtue,MIDUTE,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.39102,0,155,155,114,1,,,,,,,,
,,,,,,,,,,,,,,,,,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,,,,,,,,,space,35.825005, many ,space,67.135075, everybody is going to sweat a lot during the sport,return,2.15119
