Space1.keys,Space1.rt,Space2.keys,Space2.rt,key_resp.keys,key_resp.corr,key_resp.rt,Practice_loop.thisRepN,Practice_loop.thisTrialN,Practice_loop.thisN,Practice_loop.thisIndex,Practice_loop.ran,Target1,Prime,Target2,Type,CorrAns,Participant I.D.,date,expName,psychopyVersion,OS,frameRate,Space3.keys,Space3.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_3.keys,key_resp_3.rt,typedWord,key_resp_4.keys,key_resp_4.rt,typedWord2,key_resp_5.keys,key_resp_5.rt
,,,,,,,,,,,,hospital,hempital,HOSPITAL,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.91646,0,24,24,26,1,,,,,,,,
,,,,,,,,,,,,market,motket,MARKET,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.733775,0,25,25,34,1,,,,,,,,
,,,,,,,,,,,,skiffed,skiftad,SKIFFED,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.054485,0,26,26,130,1,,,,,,,,
,,,,,,,,,,,,orchestra,onthestra,ORCHESTRA,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.83589,0,27,27,38,1,,,,,,,,
,,,,,,,,,,,,bidger,bofger,BIDGER,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.783355,0,28,28,81,1,,,,,,,,
,,,,,,,,,,,,canivan,canuran,CANIVAN,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.98608,0,29,29,84,1,,,,,,,,
,,,,,,,,,,,,pavement,pavemist,PAVEMENT,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,2.63352,0,30,30,42,1,,,,,,,,
,,,,,,,,,,,,match,myrch,MATCH,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.683345,0,31,31,35,1,,,,,,,,
,,,,,,,,,,,,lying,luang,LYING,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.70692,0,32,32,33,1,,,,,,,,
,,,,,,,,,,,,child,chlid,CHILD,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.616345,0,33,33,12,1,,,,,,,,
,,,,,,,,,,,,holmits,homlits,HOLMITS,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.802625,0,34,34,108,1,,,,,,,,
,,,,,,,,,,,,robber,roblar,ROBBER,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,0,0.75415,0,35,35,54,1,,,,,,,,
,,,,,,,,,,,,hibernate,hafernate,HIBERNATE,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,0,2.93976,0,36,36,24,1,,,,,,,,
,,,,,,,,,,,,crunphy,clinphy,CRUNPHY,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.484375,0,37,37,92,1,,,,,,,,
,,,,,,,,,,,,ghost,glust,GHOST,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.599635,0,38,38,22,1,,,,,,,,
,,,,,,,,,,,,leopard,luipard,LEOPARD,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.919695,0,39,39,32,1,,,,,,,,
,,,,,,,,,,,,panther,pantlor,PANTHER,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.76993,0,40,40,40,1,,,,,,,,
,,,,,,,,,,,,environment,environmnet,ENVIRONMENT,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,1.784655,0,41,41,16,1,,,,,,,,
,,,,,,,,,,,,stody,sotdy,STODY,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.35233,0,42,42,142,1,,,,,,,,
,,,,,,,,,,,,difentions,difortions,DIFENTIONS,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.506655,0,43,43,95,1,,,,,,,,
,,,,,,,,,,,,forty,fumty,FORTY,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,0,1.94947,0,44,44,21,1,,,,,,,,
,,,,,,,,,,,,stilks,stofks,STILKS,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.53375,0,45,45,135,1,,,,,,,,
,,,,,,,,,,,,fulore,fluore,FULORE,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.51764,0,46,46,103,1,,,,,,,,
,,,,,,,,,,,,swallow,sawllow,SWALLOW,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.850135,0,47,47,69,1,,,,,,,,
,,,,,,,,,,,,dimotaurs,dizetaurs,DIMOTAURS,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.199495,0,48,48,94,1,,,,,,,,
,,,,,,,,,,,,alphabet,alphaebt,ALPHABET,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.73354,0,49,49,1,1,,,,,,,,
,,,,,,,,,,,,mirtioned,mitrioned,MIRTIONED,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.88721,0,50,50,113,1,,,,,,,,
,,,,,,,,,,,,believe,belivee,BELIEVE,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,1.217065,0,51,51,5,1,,,,,,,,
,,,,,,,,,,,,burning,burnnig,BURNING,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.68116,0,52,52,9,1,,,,,,,,
,,,,,,,,,,,,crims,cloms,CRIMS,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.28365,0,53,53,91,1,,,,,,,,
,,,,,,,,,,,,prince,primse,PRINCE,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.71692,0,54,54,50,1,,,,,,,,
,,,,,,,,,,,,callage,calluze,CALLAGE,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.08419,0,55,55,83,1,,,,,,,,
,,,,,,,,,,,,loarnt,lorant,LOARNT,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.95115,0,56,56,110,1,,,,,,,,
,,,,,,,,,,,,wilked,wikled,WILKED,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.05707,0,57,57,152,1,,,,,,,,
,,,,,,,,,,,,almond,almnod,ALMOND,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.63033,0,58,58,0,1,,,,,,,,
,,,,,,,,,,,,patient,patiort,PATIENT,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,2.19986,0,59,59,41,1,,,,,,,,
,,,,,,,,,,,,powerful,powerdil,POWERFUL,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.90563,0,60,60,49,1,,,,,,,,
,,,,,,,,,,,,thoatre,thotare,THOATRE,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.11441,0,61,61,147,1,,,,,,,,
,,,,,,,,,,,,wutch,wucth,WUTCH,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.700175,0,62,62,154,1,,,,,,,,
,,,,,,,,,,,,arvument,ansument,ARVUMENT,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.950465,0,63,63,79,1,,,,,,,,
,,,,,,,,,,,,renorded,renaided,RENORDED,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.300455,0,64,64,124,1,,,,,,,,
,,,,,,,,,,,,winner,wniner,WINNER,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.81641,0,65,65,76,1,,,,,,,,
,,,,,,,,,,,,talking,tlaking,TALKING,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.7396,0,66,66,70,1,,,,,,,,
,,,,,,,,,,,,birthday,birthady,BIRTHDAY,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.78376,0,67,67,6,1,,,,,,,,
,,,,,,,,,,,,penguin,pengoan,PENGUIN,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,1.00049,0,68,68,43,1,,,,,,,,
,,,,,,,,,,,,entry,enrty,ENTRY,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.582885,0,69,69,15,1,,,,,,,,
,,,,,,,,,,,,petrol,petnal,PETROL,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.76727,0,70,70,44,1,,,,,,,,
,,,,,,,,,,,,lopely,lopley,LOPELY,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.20128,0,71,71,111,1,,,,,,,,
,,,,,,,,,,,,plain,ploun,PLAIN,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.62022,0,72,72,46,1,,,,,,,,
,,,,,,,,,,,,stoff,skaff,STOFF,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.769685,0,73,73,134,1,,,,,,,,
,,,,,,,,,,,,influence,imbluence,INFLUENCE,RL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.690705,0,74,74,28,1,,,,,,,,
,,,,,,,,,,,,asbrunaut,andrunaut,ASBRUNAUT,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.00016,0,75,75,80,1,,,,,,,,
,,,,,,,,,,,,spirit,siprit,SPIRIT,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.48507,0,76,76,63,1,,,,,,,,
,,,,,,,,,,,,drink,drnik,DRINK,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.44942,0,77,77,14,1,,,,,,,,
,,,,,,,,,,,,stipping,stippnig,STIPPING,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.77338,0,78,78,140,1,,,,,,,,
,,,,,,,,,,,,scratch,scronch,SCRATCH,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,1.46987,0,79,79,56,1,,,,,,,,
,,,,,,,,,,,,rolief,rolalf,ROLIEF,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.85092,0,80,80,125,1,,,,,,,,
,,,,,,,,,,,,floats,flotas,FLOATS,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.60742,0,81,81,17,1,,,,,,,,
,,,,,,,,,,,,woary,woray,WOARY,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.22256,0,82,82,153,1,,,,,,,,
,,,,,,,,,,,,sleeve,seleve,SLEEVE,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.649805,0,83,83,58,1,,,,,,,,
,,,,,,,,,,,,grufes,gurfes,GRUFES,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.018065,0,84,84,105,1,,,,,,,,
,,,,,,,,,,,,pigeon,pigain,PIGEON,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,2.94852,0,85,85,45,1,,,,,,,,
,,,,,,,,,,,,following,follownig,FOLLOWING,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.66111,0,86,86,18,1,,,,,,,,
,,,,,,,,,,,,standust,stadnust,STANDUST,TLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.825655,0,87,87,138,1,,,,,,,,
,,,,,,,,,,,,basket,basekt,BASKET,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.579605,0,88,88,4,1,,,,,,,,
,,,,,,,,,,,,roinwater,raunwater,ROINWATER,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.137805,0,89,89,123,1,,,,,,,,
,,,,,,,,,,,,snack,sanck,SNACK,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.660005,0,90,90,60,1,,,,,,,,
,,,,,,,,,,,,scraff,stoaff,SCRAFF,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,1.17953,0,91,91,128,1,,,,,,,,
,,,,,,,,,,,,wardrobe,wradrobe,WARDROBE,TL1,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.77566,0,92,92,75,1,,,,,,,,
,,,,,,,,,,,,pevuliar,panuliar,PEVULIAR,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.976125,0,93,93,119,1,,,,,,,,
,,,,,,,,,,,,dentist,dentsit,DENTIST,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.58218,0,94,94,13,1,,,,,,,,
,,,,,,,,,,,,button,butotn,BUTTON,TL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.48668,0,95,95,10,1,,,,,,,,
,,,,,,,,,,,,print,prumt,PRINT,RL2,m,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,1,0.53147,0,96,96,51,1,,,,,,,,
,,,,,,,,,,,,rolin,rofan,ROLIN,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,z,1,0.713755,0,97,97,126,1,,,,,,,,
,,,,,,,,,,,,rimble,rirkle,RIMBLE,RLNW,z,4439,2020-08-04_20h00.30.484,ColomboPrimingTaskB,2020.1.2,MacIntel,60,,,m,0,1.306075,0,98,98,127,1,,,,,,,,
