Space1.keys,Space1.rt,Space2.keys,Space2.rt,key_resp.keys,key_resp.corr,Practice_loop.thisRepN,Practice_loop.thisTrialN,Practice_loop.thisN,Practice_loop.thisIndex,Practice_loop.ran,Target1,Prime,Target2,Type,CorrAns,Participant I.D.,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,Space3.keys,Space3.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,typedWord,typedWord2
,,,,,,,,,,,awful,afwul,AWFUL,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.845,0,90,90,3,1,,
,,,,,,,,,,,scratch,swoatch,SCRATCH,RL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,0,1.819,0,91,91,56,1,,
,,,,,,,,,,,orchestra,orchesrta,ORCHESTRA,TL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,2.133,0,92,92,38,1,,
,,,,,,,,,,,believe,bleieve,BELIEVE,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,1.117,0,93,93,5,1,,
,,,,,,,,,,,crockle,corckle,CROCKLE,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,2.382,0,94,94,89,1,,
,,,,,,,,,,,motter,mlater,MOTTER,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.813,0,95,95,115,1,,
,,,,,,,,,,,burning,bruning,BURNING,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.962,0,96,96,9,1,,
,,,,,,,,,,,stoff,sotff,STOFF,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.07,0,97,97,134,1,,
,,,,,,,,,,,apting,atping,APTING,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.513,0,98,98,78,1,,
,,,,,,,,,,,skirping,skriping,SKIRPING,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.188,0,99,99,131,1,,
,,,,,,,,,,,chicken,cihcken,CHICKEN,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.845,0,100,100,11,1,,
,,,,,,,,,,,potato,pidato,POTATO,RL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.802,0,101,101,48,1,,
,,,,,,,,,,,spailt,spalit,SPAILT,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.063,0,102,102,133,1,,
,,,,,,,,,,,button,btuton,BUTTON,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,1.014,0,103,103,10,1,,
,,,,,,,,,,,tourist,tourant,TOURIST,RL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.912,0,104,104,72,1,,
,,,,,,,,,,,statue,stadoe,STATUE,RL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.731,0,105,105,64,1,,
,,,,,,,,,,,child,cihld,CHILD,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.563,0,106,106,12,1,,
,,,,,,,,,,,stody,spady,STODY,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.714,0,107,107,142,1,,
,,,,,,,,,,,woary,wonvy,WOARY,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.721,0,108,108,153,1,,
,,,,,,,,,,,basket,bsaket,BASKET,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.835,0,109,109,4,1,,
,,,,,,,,,,,knorn,klarn,KNORN,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.72,0,110,110,109,1,,
,,,,,,,,,,,caterpiddar,catrepiddar,CATERPIDDAR,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,0,2.199,0,111,111,86,1,,
,,,,,,,,,,,stomach,stomush,STOMACH,RL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.93,0,112,112,65,1,,
,,,,,,,,,,,dimotaurs,diomtaurs,DIMOTAURS,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.912,0,113,113,94,1,,
,,,,,,,,,,,privary,privray,PRIVARY,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,3.385,0,114,114,121,1,,
,,,,,,,,,,,thoatre,thoikre,THOATRE,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.178,0,115,115,147,1,,
,,,,,,,,,,,winter,winfur,WINTER,RL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.719,0,116,116,77,1,,
,,,,,,,,,,,sunset,suncot,SUNSET,RL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.818,0,117,117,68,1,,
,,,,,,,,,,,enezies,enefoes,ENEZIES,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.08,0,118,118,98,1,,
,,,,,,,,,,,hibernate,hiberntae,HIBERNATE,TL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,1.382,0,119,119,24,1,,
,,,,,,,,,,,tronch,taunch,TRONCH,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.167,0,120,120,150,1,,
,,,,,,,,,,,spirit,spizat,SPIRIT,RL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.745,0,121,121,63,1,,
,,,,,,,,,,,panther,pirther,PANTHER,RL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,1.091,0,122,122,40,1,,
,,,,,,,,,,,spear,spoir,SPEAR,RL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.745,0,123,123,62,1,,
,,,,,,,,,,,pevuliar,peuvliar,PEVULIAR,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.829,0,124,124,119,1,,
,,,,,,,,,,,wutch,wursh,WUTCH,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.669,0,125,125,154,1,,
,,,,,,,,,,,singer,sarger,SINGER,RL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.91,0,126,126,57,1,,
,,,,,,,,,,,troasure,tronture,TROASURE,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.858,0,127,127,146,1,,
,,,,,,,,,,,summer,sumpar,SUMMER,RL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.811,0,128,128,67,1,,
,,,,,,,,,,,powerful,panerful,POWERFUL,RL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.652,0,129,129,49,1,,
,,,,,,,,,,,vegetable,vegetance,VEGETABLE,RL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,1.536,0,130,130,74,1,,
,,,,,,,,,,,print,puant,PRINT,RL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,1.364,0,131,131,51,1,,
,,,,,,,,,,,story,stizy,STORY,RL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.794,0,132,132,66,1,,
,,,,,,,,,,,outside,ondside,OUTSIDE,RL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.734,0,133,133,39,1,,
,,,,,,,,,,,tomay,tovoy,TOMAY,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.712,0,134,134,149,1,,
,,,,,,,,,,,referee,raderee,REFEREE,RL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,1.146,0,135,135,52,1,,
,,,,,,,,,,,renorded,renroded,RENORDED,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.886,0,136,136,124,1,,
,,,,,,,,,,,biscuit,bsicuit,BISCUIT,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,1.228,0,137,137,7,1,,
,,,,,,,,,,,difentions,difnetions,DIFENTIONS,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.161,0,138,138,95,1,,
,,,,,,,,,,,flazer,fruzer,FLAZER,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.776,0,139,139,102,1,,
,,,,,,,,,,,arvument,avrument,ARVUMENT,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.86,0,140,140,79,1,,
,,,,,,,,,,,prince,plunce,PRINCE,RL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.775,0,141,141,50,1,,
,,,,,,,,,,,stull,storl,STULL,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.046,0,142,142,136,1,,
,,,,,,,,,,,talking,talkerg,TALKING,RL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,1.227,0,143,143,70,1,,
,,,,,,,,,,,lying,lynig,LYING,TL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.57,0,144,144,33,1,,
,,,,,,,,,,,floats,folats,FLOATS,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,1.219,0,145,145,17,1,,
,,,,,,,,,,,onerall,onreall,ONERALL,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.772,0,146,146,117,1,,
,,,,,,,,,,,petrol,pudrol,PETROL,RL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.978,0,147,147,44,1,,
,,,,,,,,,,,blanket,balnket,BLANKET,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.782,0,148,148,8,1,,
,,,,,,,,,,,gniching,gruching,GNICHING,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.334,0,149,149,104,1,,
,,,,,,,,,,,spoff,swoff,SPOFF,RLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,0.614,0,150,150,143,1,,
,,,,,,,,,,,instant,instnat,INSTANT,TL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.985,0,151,151,29,1,,
,,,,,,,,,,,environment,evnironment,ENVIRONMENT,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.993,0,152,152,16,1,,
,,,,,,,,,,,skiffed,skfifed,SKIFFED,TLNW,z,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,z,1,1.463,0,153,153,130,1,,
,,,,,,,,,,,natural,natuarl,NATURAL,TL2,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,1.332,0,154,154,37,1,,
,,,,,,,,,,,around,aorund,AROUND,TL1,m,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,m,1,0.752,0,155,155,2,1,,
,,,,,,,,,,,,,,,,6344,2020-08-03_10h31.56.837,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,, clever, 
