Space1.keys,Space1.rt,Space2.keys,Space2.rt,key_resp.keys,key_resp.corr,key_resp.rt,Practice_loop.thisRepN,Practice_loop.thisTrialN,Practice_loop.thisN,Practice_loop.thisIndex,Practice_loop.ran,Target1,Prime,Target2,Type,CorrAns,Participant I.D.,date,expName,psychopyVersion,OS,frameRate,Space3.keys,Space3.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,typedWord,typedWord2
,,,,,,,,,,,,prince,plunce,PRINCE,RL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.74,0,36,36,50,1,,
,,,,,,,,,,,,rimble,ribmle,RIMBLE,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.949,0,37,37,127,1,,
,,,,,,,,,,,,environment,evnironment,ENVIRONMENT,TL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.583,0,38,38,16,1,,
,,,,,,,,,,,,pavement,pirement,PAVEMENT,RL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,1.017,0,39,39,42,1,,
,,,,,,,,,,,,print,puant,PRINT,RL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.604,0,40,40,51,1,,
,,,,,,,,,,,,crishing,cirshing,CRISHING,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.039,0,41,41,90,1,,
,,,,,,,,,,,,kitchen,kitcehn,KITCHEN,TL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.574,0,42,42,30,1,,
,,,,,,,,,,,,swallow,swaldaw,SWALLOW,RL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.851,0,43,43,69,1,,
,,,,,,,,,,,,market,marekt,MARKET,TL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.49,0,44,44,34,1,,
,,,,,,,,,,,,sibble,siblbe,SIBBLE,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1,0,45,45,129,1,,
,,,,,,,,,,,,caterpiddar,catrepiddar,CATERPIDDAR,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.673,0,46,46,86,1,,
,,,,,,,,,,,,twotched,tartched,TWOTCHED,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.148,0,47,47,151,1,,
,,,,,,,,,,,,arvument,avrument,ARVUMENT,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.865,0,48,48,79,1,,
,,,,,,,,,,,,panther,pirther,PANTHER,RL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.808,0,49,49,40,1,,
,,,,,,,,,,,,chupter,chutper,CHUPTER,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.714,0,50,50,87,1,,
,,,,,,,,,,,,difentions,difnetions,DIFENTIONS,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.437,0,51,51,95,1,,
,,,,,,,,,,,,crims,cirms,CRIMS,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.865,0,52,52,91,1,,
,,,,,,,,,,,,clavely,calvely,CLAVELY,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.967,0,53,53,88,1,,
,,,,,,,,,,,,proffed,porffed,PROFFED,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.929,0,54,54,122,1,,
,,,,,,,,,,,,bidger,bdiger,BIDGER,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.834,0,55,55,81,1,,
,,,,,,,,,,,,motter,mlater,MOTTER,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.773,0,56,56,115,1,,
,,,,,,,,,,,,sunset,suncot,SUNSET,RL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.668,0,57,57,68,1,,
,,,,,,,,,,,,thoatre,thoikre,THOATRE,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.735,0,58,58,147,1,,
,,,,,,,,,,,,legend,legned,LEGEND,TL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.758,0,59,59,31,1,,
,,,,,,,,,,,,child,cihld,CHILD,TL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.521,0,60,60,12,1,,
,,,,,,,,,,,,singer,sarger,SINGER,RL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.634,0,61,61,57,1,,
,,,,,,,,,,,,esferiment,emteriment,ESFERIMENT,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.838,0,62,62,100,1,,
,,,,,,,,,,,,standust,stalkust,STANDUST,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.056,0,63,63,138,1,,
,,,,,,,,,,,,gniching,gruching,GNICHING,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.825,0,64,64,104,1,,
,,,,,,,,,,,,ghost,ghsot,GHOST,TL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.739,0,65,65,22,1,,
,,,,,,,,,,,,loarnt,lozint,LOARNT,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.706,0,66,66,110,1,,
,,,,,,,,,,,,entry,etnry,ENTRY,TL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.541,0,67,67,15,1,,
,,,,,,,,,,,,stody,spady,STODY,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.724,0,68,68,142,1,,
,,,,,,,,,,,,spailt,spalit,SPAILT,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.785,0,69,69,133,1,,
,,,,,,,,,,,,forty,fotry,FORTY,TL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.937,0,70,70,21,1,,
,,,,,,,,,,,,dufty,dulpy,DUFTY,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.941,0,71,71,97,1,,
,,,,,,,,,,,,floats,folats,FLOATS,TL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.807,0,72,72,17,1,,
,,,,,,,,,,,,blanket,balnket,BLANKET,TL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.768,0,73,73,8,1,,
,,,,,,,,,,,,robber,ramber,ROBBER,RL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.691,0,74,74,54,1,,
,,,,,,,,,,,,foreign,foregin,FOREIGN,TL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.671,0,75,75,19,1,,
,,,,,,,,,,,,around,aorund,AROUND,TL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.578,0,76,76,2,1,,
,,,,,,,,,,,,heafs,heils,HEAFS,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.908,0,77,77,106,1,,
,,,,,,,,,,,,curfomers,crufomers,CURFOMERS,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.715,0,78,78,93,1,,
,,,,,,,,,,,,stimp,sturp,STIMP,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.876,0,79,79,137,1,,
,,,,,,,,,,,,privary,privray,PRIVARY,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.03,0,80,80,121,1,,
,,,,,,,,,,,,stipping,stipporg,STIPPING,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.193,0,81,81,140,1,,
,,,,,,,,,,,,cammied,cammeid,CAMMIED,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.15,0,82,82,85,1,,
,,,,,,,,,,,,button,btuton,BUTTON,TL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.758,0,83,83,10,1,,
,,,,,,,,,,,,forest,forset,FOREST,TL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.624,0,84,84,20,1,,
,,,,,,,,,,,,boach,baoch,BOACH,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.714,0,85,85,82,1,,
,,,,,,,,,,,,holiday,holiady,HOLIDAY,TL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.557,0,86,86,25,1,,
,,,,,,,,,,,,troasure,tronture,TROASURE,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.751,0,87,87,146,1,,
,,,,,,,,,,,,mirtioned,minfioned,MIRTIONED,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.706,0,88,88,113,1,,
,,,,,,,,,,,,round,reand,ROUND,RL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.599,0,89,89,55,1,,
,,,,,,,,,,,,match,macth,MATCH,TL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.533,0,90,90,35,1,,
,,,,,,,,,,,,stoze,skaze,STOZE,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.667,0,91,91,141,1,,
,,,,,,,,,,,,markles,martnes,MARKLES,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.909,0,92,92,112,1,,
,,,,,,,,,,,,canivan,canvian,CANIVAN,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.965,0,93,93,84,1,,
,,,,,,,,,,,,yowned,yoazed,YOWNED,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.788,0,94,94,155,1,,
,,,,,,,,,,,,spirit,spizat,SPIRIT,RL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.733,0,95,95,63,1,,
,,,,,,,,,,,,pevuliar,peuvliar,PEVULIAR,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.791,0,96,96,119,1,,
,,,,,,,,,,,,instant,instnat,INSTANT,TL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.691,0,97,97,29,1,,
,,,,,,,,,,,,lying,lynig,LYING,TL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.69,0,98,98,33,1,,
,,,,,,,,,,,,outside,ondside,OUTSIDE,RL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.491,0,99,99,39,1,,
,,,,,,,,,,,,sturfish,stonfish,STURFISH,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.942,0,100,100,139,1,,
,,,,,,,,,,,,snack,snurk,SNACK,RL2,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.607,0,101,101,60,1,,
,,,,,,,,,,,,swump,scomp,SWUMP,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.655,0,102,102,144,1,,
,,,,,,,,,,,,niffling,nitffing,NIFFLING,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.874,0,103,103,116,1,,
,,,,,,,,,,,,onerall,onreall,ONERALL,TLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.79,0,104,104,117,1,,
,,,,,,,,,,,,basket,bsaket,BASKET,TL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.574,0,105,105,4,1,,
,,,,,,,,,,,,lopely,lopary,LOPELY,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.857,0,106,106,111,1,,
,,,,,,,,,,,,pigeon,payeon,PIGEON,RL1,m,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.649,0,107,107,45,1,,
,,,,,,,,,,,,stull,storl,STULL,RLNW,z,6810,2020-10-18_15h51.21.226,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.531,0,108,108,136,1,,
