Space1.keys,Space1.rt,Space2.keys,Space2.rt,key_resp.keys,key_resp.corr,key_resp.rt,Practice_loop.thisRepN,Practice_loop.thisTrialN,Practice_loop.thisN,Practice_loop.thisIndex,Practice_loop.ran,Target1,Prime,Target2,Type,CorrAns,Participant I.D.,date,expName,psychopyVersion,OS,frameRate,Space3.keys,Space3.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,typedWord,typedWord2
,,,,m,1,0.61658,0,11,11,6,1,monopoly,mogomoly,MONOPOLY,WRL,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,m,1,0.536635,0,12,12,5,1,library,lirbary,LIBRARY,WTL,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,z,1,1.00619,0,13,13,23,1,cnipper,crupper,CNIPPER,NWRL,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,m,1,1.16542,0,14,14,0,1,coral,croal,CORAL,WTL,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,m,1,1.93938,0,15,15,11,1,violin,viprin,VIOLIN,WRL,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,z,1,0.832875,0,16,16,13,1,cobcert,cocbert,COBCERT,NWTL,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,m,1,0.900985,0,17,17,1,1,elderflower,elferdower,ELDERFLOWER,WTL,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,z,1,0.881445,0,18,18,16,1,clirate,crilate,CLIRATE,NWTL,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,m,1,0.76827,0,19,19,4,1,laundry,laudnry,LAUNDRY,WTL,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,z,1,0.954665,0,20,20,15,1,etephant,etpheant,ETEPHANT,NWTL,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,z,1,0.16646,0,21,21,20,1,bubbfes,buddfes,BUBBFES,NWRL,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,z,1,1.3172,0,22,22,18,1,alacus,afogus,ALACUS,NWRL,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,z,1,0.82324,0,23,23,21,1,campet,cantet,CAMPET,NWRL,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,,,
,,,,,,,,,,,,markles,martnes,MARKLES,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,space,6.59436,z,1,1.08934,0,0,0,112,1,,
,,,,,,,,,,,,pench,pnech,PENCH,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.6153,0,1,1,118,1,,
,,,,,,,,,,,,sleeve,sleone,SLEEVE,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.55283,0,2,2,58,1,,
,,,,,,,,,,,,tourist,tourant,TOURIST,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.617245,0,3,3,72,1,,
,,,,,,,,,,,,dentist,dnetist,DENTIST,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.53348,0,4,4,13,1,,
,,,,,,,,,,,,market,marekt,MARKET,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.433775,0,5,5,34,1,,
,,,,,,,,,,,,pevuliar,peuvliar,PEVULIAR,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.46943,0,6,6,119,1,,
,,,,,,,,,,,,prince,plunce,PRINCE,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,0,0.567075,0,7,7,50,1,,
,,,,,,,,,,,,wilked,winted,WILKED,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.732895,0,8,8,152,1,,
,,,,,,,,,,,,roinwater,rionwater,ROINWATER,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.684195,0,9,9,123,1,,
,,,,,,,,,,,,loarnt,lozint,LOARNT,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.53623,0,10,10,110,1,,
,,,,,,,,,,,,spirit,spizat,SPIRIT,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.597735,0,11,11,63,1,,
,,,,,,,,,,,,curfomers,crufomers,CURFOMERS,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.61677,0,12,12,93,1,,
,,,,,,,,,,,,vegetable,vegetance,VEGETABLE,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.534665,0,13,13,74,1,,
,,,,,,,,,,,,story,stizy,STORY,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.46905,0,14,14,66,1,,
,,,,,,,,,,,,enezies,enefoes,ENEZIES,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.55027,0,15,15,98,1,,
,,,,,,,,,,,,flazer,fruzer,FLAZER,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.49944,0,16,16,102,1,,
,,,,,,,,,,,,asbrunaut,absrunaut,ASBRUNAUT,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.704955,0,17,17,80,1,,
,,,,,,,,,,,,influence,influecne,INFLUENCE,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.567075,0,18,18,28,1,,
,,,,,,,,,,,,match,macth,MATCH,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.507185,0,19,19,35,1,,
,,,,,,,,,,,,emter,erfer,EMTER,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,0,0.434655,0,20,20,99,1,,
,,,,,,,,,,,,hibernate,hiberntae,HIBERNATE,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.466455,0,21,21,24,1,,
,,,,,,,,,,,,round,reand,ROUND,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.60164,0,22,22,55,1,,
,,,,,,,,,,,,tomay,tovoy,TOMAY,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.569895,0,23,23,149,1,,
,,,,,,,,,,,,standust,stalkust,STANDUST,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.63693,0,24,24,138,1,,
,,,,,,,,,,,,kitchen,kitcehn,KITCHEN,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.5336,0,25,25,30,1,,
,,,,,,,,,,,,senved,serced,SENVED,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.590735,0,26,26,101,1,,
,,,,,,,,,,,,crims,cirms,CRIMS,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.600705,0,27,27,91,1,,
,,,,,,,,,,,,midute,midoke,MIDUTE,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.572565,0,28,28,114,1,,
,,,,,,,,,,,,skiffed,skfifed,SKIFFED,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.550025,0,29,29,130,1,,
,,,,,,,,,,,,plastic,prostic,PLASTIC,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.531625,0,30,30,47,1,,
,,,,,,,,,,,,tronch,taunch,TRONCH,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.5672,0,31,31,150,1,,
,,,,,,,,,,,,robber,ramber,ROBBER,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.747815,0,32,32,54,1,,
,,,,,,,,,,,,wutch,wursh,WUTCH,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.555955,0,33,33,154,1,,
,,,,,,,,,,,,outside,ondside,OUTSIDE,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.50086,0,34,34,39,1,,
,,,,,,,,,,,,woary,wonvy,WOARY,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.570675,0,35,35,153,1,,
,,,,,,,,,,,,potato,pidato,POTATO,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.550255,0,36,36,48,1,,
,,,,,,,,,,,,environment,evnironment,ENVIRONMENT,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.6523,0,37,37,16,1,,
,,,,,,,,,,,,referee,raderee,REFEREE,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.434395,0,38,38,52,1,,
,,,,,,,,,,,,clavely,calvely,CLAVELY,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.549335,0,39,39,88,1,,
,,,,,,,,,,,,arvument,avrument,ARVUMENT,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.54947,0,40,40,79,1,,
,,,,,,,,,,,,grufes,glofes,GRUFES,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.49029,0,41,41,105,1,,
,,,,,,,,,,,,forest,forset,FOREST,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.43593,0,42,42,20,1,,
,,,,,,,,,,,,return,rafurn,RETURN,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.5672,0,43,43,53,1,,
,,,,,,,,,,,,birthday,brithday,BIRTHDAY,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.45362,0,44,44,6,1,,
,,,,,,,,,,,,rimble,ribmle,RIMBLE,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.666885,0,45,45,127,1,,
,,,,,,,,,,,,stull,storl,STULL,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.7343,0,46,46,136,1,,
,,,,,,,,,,,,thoatre,thoikre,THOATRE,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.500015,0,47,47,147,1,,
,,,,,,,,,,,,statue,stadoe,STATUE,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.68735,0,48,48,64,1,,
,,,,,,,,,,,,meanwhile,meanwhlie,MEANWHILE,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.531995,0,49,49,36,1,,
,,,,,,,,,,,,difentions,difnetions,DIFENTIONS,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.538545,0,50,50,95,1,,
,,,,,,,,,,,,around,aorund,AROUND,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.50137,0,51,51,2,1,,
,,,,,,,,,,,,singer,sarger,SINGER,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.518885,0,52,52,57,1,,
,,,,,,,,,,,,winner,winfor,WINNER,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.5168,0,53,53,76,1,,
,,,,,,,,,,,,powerful,panerful,POWERFUL,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.54954,0,54,54,49,1,,
,,,,,,,,,,,,dimotaurs,diomtaurs,DIMOTAURS,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.553125,0,55,55,94,1,,
,,,,,,,,,,,,dufty,dulpy,DUFTY,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.566245,0,56,56,97,1,,
,,,,,,,,,,,,dored,droed,DORED,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.516885,0,57,57,96,1,,
,,,,,,,,,,,,esferiment,emteriment,ESFERIMENT,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.600505,0,58,58,100,1,,
,,,,,,,,,,,,following,flolowing,FOLLOWING,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.599685,0,59,59,18,1,,
,,,,,,,,,,,,ghost,ghsot,GHOST,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.466075,0,60,60,22,1,,
,,,,,,,,,,,,spear,spoir,SPEAR,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.50396,0,61,61,62,1,,
,,,,,,,,,,,,sunset,suncot,SUNSET,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.500685,0,62,62,68,1,,
,,,,,,,,,,,,legend,legned,LEGEND,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.64904,0,63,63,31,1,,
,,,,,,,,,,,,lying,lynig,LYING,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,1.32334,0,64,64,33,1,,
,,,,,,,,,,,,stody,spady,STODY,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.016755,0,65,65,142,1,,
,,,,,,,,,,,,mirtioned,minfioned,MIRTIONED,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.62425,0,66,66,113,1,,
,,,,,,,,,,,,almond,amlond,ALMOND,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.58299,0,67,67,0,1,,
,,,,,,,,,,,,sporks,sproks,SPORKS,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.665875,0,68,68,132,1,,
,,,,,,,,,,,,gniching,gruching,GNICHING,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.583815,0,69,69,104,1,,
,,,,,,,,,,,,crockle,corckle,CROCKLE,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.658595,0,70,70,89,1,,
,,,,,,,,,,,,alphabet,aplhabet,ALPHABET,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.43426,0,71,71,1,1,,
,,,,,,,,,,,,foreign,foregin,FOREIGN,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.520785,0,72,72,19,1,,
,,,,,,,,,,,,plain,proin,PLAIN,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,0,0.55148,0,73,73,46,1,,
,,,,,,,,,,,,summer,sumpar,SUMMER,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.51551,0,74,74,67,1,,
,,,,,,,,,,,,petrol,pudrol,PETROL,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.482405,0,75,75,44,1,,
,,,,,,,,,,,,lopely,lopary,LOPELY,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.4723,0,76,76,111,1,,
,,,,,,,,,,,,stoze,skaze,STOZE,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.5528,0,77,77,141,1,,
,,,,,,,,,,,,swallow,swaldaw,SWALLOW,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.484595,0,78,78,69,1,,
,,,,,,,,,,,,biscuit,bsicuit,BISCUIT,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.51652,0,79,79,7,1,,
,,,,,,,,,,,,taidor,tordor,TAIDOR,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.566905,0,80,80,145,1,,
,,,,,,,,,,,,believe,bleieve,BELIEVE,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.46636,0,81,81,5,1,,
,,,,,,,,,,,,rolief,roleif,ROLIEF,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,0,0.450005,0,82,82,125,1,,
,,,,,,,,,,,,callage,callgae,CALLAGE,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.60316,0,83,83,83,1,,
,,,,,,,,,,,,wardrobe,wardrile,WARDROBE,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.5355,0,84,84,75,1,,
,,,,,,,,,,,,natural,natuarl,NATURAL,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.636235,0,85,85,37,1,,
,,,,,,,,,,,,troasure,tronture,TROASURE,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.053745,0,86,86,146,1,,
,,,,,,,,,,,,privary,privray,PRIVARY,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.849345,0,87,87,121,1,,
,,,,,,,,,,,,rolin,roiln,ROLIN,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.60357,0,88,88,126,1,,
,,,,,,,,,,,,holmits,hofnits,HOLMITS,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.6002,0,89,89,108,1,,
,,,,,,,,,,,,stoff,sotff,STOFF,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.055705,0,90,90,134,1,,
,,,,,,,,,,,,drink,dirnk,DRINK,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.63443,0,91,91,14,1,,
,,,,,,,,,,,,penguin,purguin,PENGUIN,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.80062,0,92,92,43,1,,
,,,,,,,,,,,,print,puant,PRINT,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.60212,0,93,93,51,1,,
,,,,,,,,,,,,motter,mlater,MOTTER,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.53465,0,94,94,115,1,,
,,,,,,,,,,,,crunphy,curnphy,CRUNPHY,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.51612,0,95,95,92,1,,
,,,,,,,,,,,,stomach,stomush,STOMACH,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.616895,0,96,96,65,1,,
,,,,,,,,,,,,swump,scomp,SWUMP,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.688115,0,97,97,144,1,,
,,,,,,,,,,,,stipping,stipporg,STIPPING,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.648805,0,98,98,140,1,,
,,,,,,,,,,,,snake,snute,SNAKE,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.535725,0,99,99,61,1,,
,,,,,,,,,,,,knorn,klarn,KNORN,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.549035,0,100,100,109,1,,
,,,,,,,,,,,,winter,winfur,WINTER,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.553075,0,101,101,77,1,,
,,,,,,,,,,,,basket,bsaket,BASKET,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.666605,0,102,102,4,1,,
,,,,,,,,,,,,spoff,swoff,SPOFF,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.56407,0,103,103,143,1,,
,,,,,,,,,,,,hoafe,houte,HOAFE,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.624425,0,104,104,107,1,,
,,,,,,,,,,,,awful,afwul,AWFUL,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.634925,0,105,105,3,1,,
,,,,,,,,,,,,heafs,heils,HEAFS,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.532775,0,106,106,106,1,,
