Space1.keys,Space1.rt,Space2.keys,Space2.rt,key_resp.keys,key_resp.corr,key_resp.rt,Practice_loop.thisRepN,Practice_loop.thisTrialN,Practice_loop.thisN,Practice_loop.thisIndex,Practice_loop.ran,Target1,Prime,Target2,Type,CorrAns,Participant I.D.,date,expName,psychopyVersion,OS,frameRate,Space3.keys,Space3.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,typedWord,typedWord2
,,,,,,,,,,,,instant,instnat,INSTANT,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.524235,0,107,107,29,1,,
,,,,,,,,,,,,yowned,yoazed,YOWNED,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.616835,0,108,108,155,1,,
,,,,,,,,,,,,stimp,sturp,STIMP,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.649485,0,109,109,137,1,,
,,,,,,,,,,,,bidger,bdiger,BIDGER,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.583785,0,110,110,81,1,,
,,,,,,,,,,,,spailt,spalit,SPAILT,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.61686,0,111,111,133,1,,
,,,,,,,,,,,,proffed,porffed,PROFFED,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.51803,0,112,112,122,1,,
,,,,,,,,,,,,fulore,fitore,FULORE,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.601045,0,113,113,103,1,,
,,,,,,,,,,,,hotel,hoetl,HOTEL,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,0,0.482545,0,114,114,27,1,,
,,,,,,,,,,,,canivan,canvian,CANIVAN,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.53342,0,115,115,84,1,,
,,,,,,,,,,,,caterpiddar,catrepiddar,CATERPIDDAR,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.547605,0,116,116,86,1,,
,,,,,,,,,,,,chicken,cihcken,CHICKEN,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.403115,0,117,117,11,1,,
,,,,,,,,,,,,orchestra,orchesrta,ORCHESTRA,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.648325,0,118,118,38,1,,
,,,,,,,,,,,,chupter,chutper,CHUPTER,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.50381,0,119,119,87,1,,
,,,,,,,,,,,,sturfish,stonfish,STURFISH,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.720855,0,120,120,139,1,,
,,,,,,,,,,,,crishing,cirshing,CRISHING,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.68298,0,121,121,90,1,,
,,,,,,,,,,,,blanket,balnket,BLANKET,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.49017,0,122,122,8,1,,
,,,,,,,,,,,,talking,talkerg,TALKING,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.57402,0,123,123,70,1,,
,,,,,,,,,,,,scraff,srcaff,SCRAFF,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.46734,0,124,124,128,1,,
,,,,,,,,,,,,snack,snurk,SNACK,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.5161,0,125,125,60,1,,
,,,,,,,,,,,,trapped,traplod,TRAPPED,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.84971,0,126,126,73,1,,
,,,,,,,,,,,,burning,bruning,BURNING,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.634275,0,127,127,9,1,,
,,,,,,,,,,,,twotched,tartched,TWOTCHED,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.91851,0,128,128,151,1,,
,,,,,,,,,,,,patient,ponient,PATIENT,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.682845,0,129,129,41,1,,
,,,,,,,,,,,,pigeon,payeon,PIGEON,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.883795,0,130,130,45,1,,
,,,,,,,,,,,,sibble,siblbe,SIBBLE,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.34222,0,131,131,129,1,,
,,,,,,,,,,,,heaven,heaevn,HEAVEN,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.600695,0,132,132,23,1,,
,,,,,,,,,,,,cammied,cammeid,CAMMIED,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.567645,0,133,133,85,1,,
,,,,,,,,,,,,playnime,planyime,PLAYNIME,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,2.69334,0,134,134,120,1,,
,,,,,,,,,,,,thought,thourst,THOUGHT,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.8638,0,135,135,71,1,,
,,,,,,,,,,,,holiday,holiady,HOLIDAY,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.787535,0,136,136,25,1,,
,,,,,,,,,,,,apting,atping,APTING,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.916405,0,137,137,78,1,,
,,,,,,,,,,,,stilks,stliks,STILKS,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.706075,0,138,138,135,1,,
,,,,,,,,,,,,boach,baoch,BOACH,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.618855,0,139,139,82,1,,
,,,,,,,,,,,,niffling,nitffing,NIFFLING,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.65333,0,140,140,116,1,,
,,,,,,,,,,,,entry,etnry,ENTRY,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.599255,0,141,141,15,1,,
,,,,,,,,,,,,onerall,onreall,ONERALL,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.63367,0,142,142,117,1,,
,,,,,,,,,,,,forty,fotry,FORTY,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.706165,0,143,143,21,1,,
,,,,,,,,,,,,hospital,hospiatl,HOSPITAL,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.617055,0,144,144,26,1,,
,,,,,,,,,,,,leopard,leoprad,LEOPARD,TL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,1.048605,0,145,145,32,1,,
,,,,,,,,,,,,floats,folats,FLOATS,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,1.03961,0,146,146,17,1,,
,,,,,,,,,,,,button,btuton,BUTTON,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.850285,0,147,147,10,1,,
,,,,,,,,,,,,pavement,pirement,PAVEMENT,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,1.030595,0,148,148,42,1,,
,,,,,,,,,,,,thirns,thowns,THIRNS,RLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,1.30149,0,149,149,148,1,,
,,,,,,,,,,,,panther,pirther,PANTHER,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.80016,0,150,150,40,1,,
,,,,,,,,,,,,scratch,swoatch,SCRATCH,RL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,1.03481,0,151,151,56,1,,
,,,,,,,,,,,,smooth,smouch,SMOOTH,RL2,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.50165,0,152,152,59,1,,
,,,,,,,,,,,,skirping,skriping,SKIRPING,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.80122,0,153,153,131,1,,
,,,,,,,,,,,,child,cihld,CHILD,TL1,m,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,m,1,0.664235,0,154,154,12,1,,
,,,,,,,,,,,,renorded,renroded,RENORDED,TLNW,z,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,z,1,0.51636,0,155,155,124,1,,
,,,,,,,,,,,,,,,,,7754,2020-10-23_15h44.46.738,ColomboPrimingTaskA,2020.1.2,MacIntel,60,,,,,,,,,,, like, simply have a concert
