Space1.keys,Space1.rt,Space2.keys,Space2.rt,key_resp.keys,key_resp.corr,Practice_loop.thisRepN,Practice_loop.thisTrialN,Practice_loop.thisN,Practice_loop.thisIndex,Practice_loop.ran,Target1,Prime,Target2,Type,CorrAns,Participant I.D.,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,Space3.keys,Space3.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,typedWord,typedWord2
,,,,m,1,0,13,13,10,1,twitter,twitofr,TWITTER,WRL,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,0.60452,,,,,,,,,,,,
,,,,z,1,0,14,14,15,1,etephant,etpheant,ETEPHANT,NWTL,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,3.16007,,,,,,,,,,,,
,,,,m,0,0,15,15,21,1,campet,cantet,CAMPET,NWRL,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,1.757085,,,,,,,,,,,,
,,,,z,1,0,16,16,16,1,clirate,crilate,CLIRATE,NWTL,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,3.183485,,,,,,,,,,,,
,,,,m,1,0,17,17,8,1,picture,pimrure,PICTURE,WRL,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,1.084905,,,,,,,,,,,,
,,,,m,1,0,18,18,5,1,library,lirbary,LIBRARY,WTL,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,0.979975,,,,,,,,,,,,
,,,,m,1,0,19,19,7,1,nursery,nuftery,NURSERY,WRL,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,1.93819,,,,,,,,,,,,
,,,,m,0,0,20,20,17,1,flech,felch,FLECH,NWTL,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,0.95486,,,,,,,,,,,,
,,,,z,1,0,21,21,20,1,bubbfes,buddfes,BUBBFES,NWRL,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,2.687695,,,,,,,,,,,,
,,,,z,1,0,22,22,22,1,chfistmas,chrustmas,CHFISTMAS,NWRL,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,3.27972,,,,,,,,,,,,
,,,,m,1,0,23,23,0,1,coral,croal,CORAL,WTL,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,1.18071,,,,,,,,,,,,
,,,,,,,,,,,asbrunaut,absrunaut,ASBRUNAUT,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,space,3.105055,z,1,2.479275,0,0,0,80,1,,
,,,,,,,,,,,playnime,planyime,PLAYNIME,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.13894,0,1,1,120,1,,
,,,,,,,,,,,return,rafurn,RETURN,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,2.058305,0,2,2,53,1,,
,,,,,,,,,,,sleeve,sleone,SLEEVE,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.61286,0,3,3,58,1,,
,,,,,,,,,,,heafs,heils,HEAFS,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,0,2.03714,0,4,4,106,1,,
,,,,,,,,,,,stoze,skaze,STOZE,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.069565,0,5,5,141,1,,
,,,,,,,,,,,wutch,wursh,WUTCH,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.34757,0,6,6,154,1,,
,,,,,,,,,,,canivan,canvian,CANIVAN,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,0,1.81262,0,7,7,84,1,,
,,,,,,,,,,,twotched,tartched,TWOTCHED,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.024925,0,8,8,151,1,,
,,,,,,,,,,,round,reand,ROUND,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.99338,0,9,9,55,1,,
,,,,,,,,,,,basket,bsaket,BASKET,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.81899,0,10,10,4,1,,
,,,,,,,,,,,awful,afwul,AWFUL,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.87223,0,11,11,3,1,,
,,,,,,,,,,,knorn,klarn,KNORN,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.759155,0,12,12,109,1,,
,,,,,,,,,,,hotel,hoetl,HOTEL,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.59747,0,13,13,27,1,,
,,,,,,,,,,,child,cihld,CHILD,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.523205,0,14,14,12,1,,
,,,,,,,,,,,print,puant,PRINT,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.676815,0,15,15,51,1,,
,,,,,,,,,,,pigeon,payeon,PIGEON,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.661225,0,16,16,45,1,,
,,,,,,,,,,,stoff,sotff,STOFF,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,2.903185,0,17,17,134,1,,
,,,,,,,,,,,swallow,swaldaw,SWALLOW,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.50702,0,18,18,69,1,,
,,,,,,,,,,,crims,cirms,CRIMS,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.32964,0,19,19,91,1,,
,,,,,,,,,,,stomach,stomush,STOMACH,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.79173,0,20,20,65,1,,
,,,,,,,,,,,potato,pidato,POTATO,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.70574,0,21,21,48,1,,
,,,,,,,,,,,meanwhile,meanwhlie,MEANWHILE,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.63985,0,22,22,36,1,,
,,,,,,,,,,,burning,bruning,BURNING,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.50728,0,23,23,9,1,,
,,,,,,,,,,,wardrobe,wardrile,WARDROBE,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.667085,0,24,24,75,1,,
,,,,,,,,,,,petrol,pudrol,PETROL,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.627195,0,25,25,44,1,,
,,,,,,,,,,,flazer,fruzer,FLAZER,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.111265,0,26,26,102,1,,
,,,,,,,,,,,motter,mlater,MOTTER,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.48161,0,27,27,115,1,,
,,,,,,,,,,,panther,pirther,PANTHER,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.375185,0,28,28,40,1,,
,,,,,,,,,,,biscuit,bsicuit,BISCUIT,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.368665,0,29,29,7,1,,
,,,,,,,,,,,sturfish,stonfish,STURFISH,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.67612,0,30,30,139,1,,
,,,,,,,,,,,pavement,pirement,PAVEMENT,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,0,2.82109,0,31,31,42,1,,
,,,,,,,,,,,clavely,calvely,CLAVELY,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,0,4.82125,0,32,32,88,1,,
,,,,,,,,,,,robber,ramber,ROBBER,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.11832,0,33,33,54,1,,
,,,,,,,,,,,woary,wonvy,WOARY,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.083625,0,34,34,153,1,,
,,,,,,,,,,,plastic,prostic,PLASTIC,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.273645,0,35,35,47,1,,
,,,,,,,,,,,snack,snurk,SNACK,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.773165,0,36,36,60,1,,
,,,,,,,,,,,kitchen,kitcehn,KITCHEN,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.54926,0,37,37,30,1,,
,,,,,,,,,,,powerful,panerful,POWERFUL,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.868465,0,38,38,49,1,,
,,,,,,,,,,,chupter,chutper,CHUPTER,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,0.882255,0,39,39,87,1,,
,,,,,,,,,,,midute,midoke,MIDUTE,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.125155,0,40,40,114,1,,
,,,,,,,,,,,hospital,hospiatl,HOSPITAL,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.62534,0,41,41,26,1,,
,,,,,,,,,,,penguin,purguin,PENGUIN,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.78696,0,42,42,43,1,,
,,,,,,,,,,,trapped,traplod,TRAPPED,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.253225,0,43,43,73,1,,
,,,,,,,,,,,privary,privray,PRIVARY,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,4.08668,0,44,44,121,1,,
,,,,,,,,,,,winner,winfor,WINNER,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,2.32687,0,45,45,76,1,,
,,,,,,,,,,,believe,bleieve,BELIEVE,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,4.139235,0,46,46,5,1,,
,,,,,,,,,,,sunset,suncot,SUNSET,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.18779,0,47,47,68,1,,
,,,,,,,,,,,skirping,skriping,SKIRPING,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.490215,0,48,48,131,1,,
,,,,,,,,,,,referee,raderee,REFEREE,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.31984,0,49,49,52,1,,
,,,,,,,,,,,emter,erfer,EMTER,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.05103,0,50,50,99,1,,
,,,,,,,,,,,blanket,balnket,BLANKET,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.621125,0,51,51,8,1,,
,,,,,,,,,,,dored,droed,DORED,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,,0,,0,52,52,96,1,,
,,,,,,,,,,,stilks,stliks,STILKS,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.41703,0,53,53,135,1,,
,,,,,,,,,,,yowned,yoazed,YOWNED,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,0,1.61134,0,54,54,155,1,,
,,,,,,,,,,,heaven,heaevn,HEAVEN,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,2.817035,0,55,55,23,1,,
,,,,,,,,,,,roinwater,rionwater,ROINWATER,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,2.896345,0,56,56,123,1,,
,,,,,,,,,,,button,btuton,BUTTON,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.14659,0,57,57,10,1,,
,,,,,,,,,,,stipping,stipporg,STIPPING,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,4.268115,0,58,58,140,1,,
,,,,,,,,,,,scraff,srcaff,SCRAFF,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,0,2.17591,0,59,59,128,1,,
,,,,,,,,,,,senved,serced,SENVED,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.9965,0,60,60,101,1,,
,,,,,,,,,,,winter,winfur,WINTER,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.814345,0,61,61,77,1,,
,,,,,,,,,,,enezies,enefoes,ENEZIES,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,4.5835,0,62,62,98,1,,
,,,,,,,,,,,grufes,glofes,GRUFES,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,2.488675,0,63,63,105,1,,
,,,,,,,,,,,environment,evnironment,ENVIRONMENT,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,2.237385,0,64,64,16,1,,
,,,,,,,,,,,instant,instnat,INSTANT,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.965355,0,65,65,29,1,,
,,,,,,,,,,,spoff,swoff,SPOFF,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.098185,0,66,66,143,1,,
,,,,,,,,,,,markles,martnes,MARKLES,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,0,1.99578,0,67,67,112,1,,
,,,,,,,,,,,entry,etnry,ENTRY,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.669605,0,68,68,15,1,,
,,,,,,,,,,,niffling,nitffing,NIFFLING,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.847375,0,69,69,116,1,,
,,,,,,,,,,,prince,plunce,PRINCE,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.78592,0,70,70,50,1,,
,,,,,,,,,,,leopard,leoprad,LEOPARD,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.139935,0,71,71,32,1,,
,,,,,,,,,,,around,aorund,AROUND,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.62804,0,72,72,2,1,,
,,,,,,,,,,,pevuliar,peuvliar,PEVULIAR,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,4.09488,0,73,73,119,1,,
,,,,,,,,,,,caterpiddar,catrepiddar,CATERPIDDAR,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,4.566825,0,74,74,86,1,,
,,,,,,,,,,,loarnt,lozint,LOARNT,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.136045,0,75,75,110,1,,
,,,,,,,,,,,forty,fotry,FORTY,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,2.48671,0,76,76,21,1,,
,,,,,,,,,,,foreign,foregin,FOREIGN,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.708645,0,77,77,19,1,,
,,,,,,,,,,,stimp,sturp,STIMP,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,,0,,0,78,78,137,1,,
,,,,,,,,,,,rolief,roleif,ROLIEF,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.97958,0,79,79,125,1,,
,,,,,,,,,,,cammied,cammeid,CAMMIED,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,0,2.962895,0,80,80,85,1,,
,,,,,,,,,,,match,macth,MATCH,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.592225,0,81,81,35,1,,
,,,,,,,,,,,vegetable,vegetance,VEGETABLE,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.10823,0,82,82,74,1,,
,,,,,,,,,,,talking,talkerg,TALKING,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.566865,0,83,83,70,1,,
,,,,,,,,,,,sibble,siblbe,SIBBLE,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,0,2.343525,0,84,84,129,1,,
,,,,,,,,,,,tronch,taunch,TRONCH,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,0,2.80689,0,85,85,150,1,,
,,,,,,,,,,,wilked,winted,WILKED,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,2.467695,0,86,86,152,1,,
,,,,,,,,,,,stody,spady,STODY,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.80565,0,87,87,142,1,,
,,,,,,,,,,,patient,ponient,PATIENT,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.021045,0,88,88,41,1,,
,,,,,,,,,,,crishing,cirshing,CRISHING,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,2.00878,0,89,89,90,1,,
,,,,,,,,,,,holiday,holiady,HOLIDAY,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.645115,0,90,90,25,1,,
,,,,,,,,,,,rimble,ribmle,RIMBLE,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,0,3.834535,0,91,91,127,1,,
,,,,,,,,,,,holmits,hofnits,HOLMITS,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.59741,0,92,92,108,1,,
,,,,,,,,,,,renorded,renroded,RENORDED,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,2.705475,0,93,93,124,1,,
,,,,,,,,,,,arvument,avrument,ARVUMENT,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.47957,0,94,94,79,1,,
,,,,,,,,,,,fulore,fitore,FULORE,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,2.923895,0,95,95,103,1,,
,,,,,,,,,,,skiffed,skfifed,SKIFFED,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.530125,0,96,96,130,1,,
,,,,,,,,,,,story,stizy,STORY,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.86145,0,97,97,66,1,,
,,,,,,,,,,,lopely,lopary,LOPELY,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.2362,0,98,98,111,1,,
,,,,,,,,,,,dimotaurs,diomtaurs,DIMOTAURS,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.54887,0,99,99,94,1,,
,,,,,,,,,,,hibernate,hiberntae,HIBERNATE,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,2.113465,0,100,100,24,1,,
,,,,,,,,,,,crunphy,curnphy,CRUNPHY,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.308615,0,101,101,92,1,,
,,,,,,,,,,,difentions,difnetions,DIFENTIONS,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,1.52804,0,102,102,95,1,,
,,,,,,,,,,,following,flolowing,FOLLOWING,TL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.72965,0,103,103,18,1,,
,,,,,,,,,,,influence,influecne,INFLUENCE,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.17092,0,104,104,28,1,,
,,,,,,,,,,,forest,forset,FOREST,TL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.583715,0,105,105,20,1,,
,,,,,,,,,,,onerall,onreall,ONERALL,TLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,0,4.20372,0,106,106,117,1,,
,,,,,,,,,,,hoafe,houte,HOAFE,RLNW,z,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,z,1,3.541835,0,107,107,107,1,,
,,,,,,,,,,,statue,stadoe,STATUE,RL2,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,1.99405,0,108,108,64,1,,
,,,,,,,,,,,outside,ondside,OUTSIDE,RL1,m,5069,2020-08-02_18h37.05.970,ColomboPrimingTaskA,2020.1.2,Win32,60,,,,m,1,0.62051,0,109,109,39,1,,
