Space1.keys,Space1.rt,Space2.keys,Space2.rt,key_resp.keys,key_resp.corr,Practice_loop.thisRepN,Practice_loop.thisTrialN,Practice_loop.thisN,Practice_loop.thisIndex,Practice_loop.ran,Target1,Prime,Target2,Type,CorrAns,Participants I.D.,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,Space3.keys,Space3.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_3.keys,key_resp_3.rt,typedWord,key_resp_4.keys,key_resp_4.rt,typedWord2,key_resp_5.keys,key_resp_5.rt
,,,,,,,,,,,hibernate,hbiernate,HIBERNATE,TL1,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,2.08015,0,109,109,24,1,,,,,,,,
,,,,,,,,,,,forest,froest,FOREST,TL1,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.21297,0,110,110,20,1,,,,,,,,
,,,,,,,,,,,almond,almard,ALMOND,RL2,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.806505,0,111,111,0,1,,,,,,,,
,,,,,,,,,,,asbrunaut,andrunaut,ASBRUNAUT,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.11846,0,112,112,80,1,,,,,,,,
,,,,,,,,,,,hoafe,houte,HOAFE,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,0.884355,0,113,113,107,1,,,,,,,,
,,,,,,,,,,,thoatre,thotare,THOATRE,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.654085,0,114,114,147,1,,,,,,,,
,,,,,,,,,,,print,prnit,PRINT,TL2,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,0.934375,0,115,115,51,1,,,,,,,,
,,,,,,,,,,,standust,stadnust,STANDUST,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.718705,0,116,116,138,1,,,,,,,,
,,,,,,,,,,,crims,cloms,CRIMS,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,0.871615,0,117,117,91,1,,,,,,,,
,,,,,,,,,,,heafs,heils,HEAFS,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,0.922415,0,118,118,106,1,,,,,,,,
,,,,,,,,,,,tronch,tornch,TRONCH,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,0.833735,0,119,119,150,1,,,,,,,,
,,,,,,,,,,,snack,swyck,SNACK,RL1,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.310365,0,120,120,60,1,,,,,,,,
,,,,,,,,,,,stody,sotdy,STODY,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,0.903065,0,121,121,142,1,,,,,,,,
,,,,,,,,,,,rolin,roiln,ROLIN,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.001165,0,122,122,126,1,,,,,,,,
,,,,,,,,,,,heaven,haeven,HEAVEN,TL1,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.5037,0,123,123,23,1,,,,,,,,
,,,,,,,,,,,summer,sirmer,SUMMER,RL1,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.37492,0,124,124,67,1,,,,,,,,
,,,,,,,,,,,match,mtach,MATCH,TL1,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.23726,0,125,125,35,1,,,,,,,,
,,,,,,,,,,,wutch,wucth,WUTCH,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.001855,0,126,126,154,1,,,,,,,,
,,,,,,,,,,,stull,stlul,STULL,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.034885,0,127,127,136,1,,,,,,,,
,,,,,,,,,,,thought,treught,THOUGHT,RL1,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.487455,0,128,128,71,1,,,,,,,,
,,,,,,,,,,,cammied,cammoad,CAMMIED,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.41424,0,129,129,85,1,,,,,,,,
,,,,,,,,,,,biscuit,biscoat,BISCUIT,RL2,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.453035,0,130,130,7,1,,,,,,,,
,,,,,,,,,,,following,followarg,FOLLOWING,RL2,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.7206,0,131,131,18,1,,,,,,,,
,,,,,,,,,,,patient,patinet,PATIENT,TL2,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.620405,0,132,132,41,1,,,,,,,,
,,,,,,,,,,,onerall,onreall,ONERALL,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.159485,0,133,133,117,1,,,,,,,,
,,,,,,,,,,,difentions,difortions,DIFENTIONS,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,3.40882,0,134,134,95,1,,,,,,,,
,,,,,,,,,,,callage,calluze,CALLAGE,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.676925,0,135,135,83,1,,,,,,,,
,,,,,,,,,,,crockle,chickle,CROCKLE,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,2.774195,0,136,136,89,1,,,,,,,,
,,,,,,,,,,,around,aroild,AROUND,RL2,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.222085,0,137,137,2,1,,,,,,,,
,,,,,,,,,,,swump,suwmp,SWUMP,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.670145,0,138,138,144,1,,,,,,,,
,,,,,,,,,,,round,ronud,ROUND,TL2,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,0.9992,0,139,139,55,1,,,,,,,,
,,,,,,,,,,,birthday,birthloy,BIRTHDAY,RL2,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.539685,0,140,140,6,1,,,,,,,,
,,,,,,,,,,,skirping,skriping,SKIRPING,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.485785,0,141,141,131,1,,,,,,,,
,,,,,,,,,,,story,slary,STORY,RL1,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,0.722875,0,142,142,66,1,,,,,,,,
,,,,,,,,,,,holmits,hofnits,HOLMITS,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,0.84779,0,143,143,108,1,,,,,,,,
,,,,,,,,,,,chupter,chufler,CHUPTER,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.08541,0,144,144,87,1,,,,,,,,
,,,,,,,,,,,apting,azking,APTING,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,0.792305,0,145,145,78,1,,,,,,,,
,,,,,,,,,,,curfomers,confomers,CURFOMERS,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.639705,0,146,146,93,1,,,,,,,,
,,,,,,,,,,,rimble,ribmle,RIMBLE,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,0.73257,0,147,147,127,1,,,,,,,,
,,,,,,,,,,,sibble,siblbe,SIBBLE,TLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,0.723745,0,148,148,129,1,,,,,,,,
,,,,,,,,,,,midute,midoke,MIDUTE,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.27806,0,149,149,114,1,,,,,,,,
,,,,,,,,,,,penguin,pengiun,PENGUIN,TL2,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.86175,0,150,150,43,1,,,,,,,,
,,,,,,,,,,,dimotaurs,dizetaurs,DIMOTAURS,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,2.19387,0,151,151,94,1,,,,,,,,
,,,,,,,,,,,fulore,fitore,FULORE,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,1.352215,0,152,152,103,1,,,,,,,,
,,,,,,,,,,,loarnt,lozint,LOARNT,RLNW,z,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,z,1,0.8331,0,153,153,110,1,,,,,,,,
,,,,,,,,,,,plain,plian,PLAIN,TL2,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.50391,0,154,154,46,1,,,,,,,,
,,,,,,,,,,,singer,sinegr,SINGER,TL2,m,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,m,1,1.17603,0,155,155,57,1,,,,,,,,
,,,,,,,,,,,,,,,,4546,2020-10-15_12h39.40.740,ColomboPrimingTaskD,2020.1.2,MacIntel,60,,,,,,,,,,,,space,67.56544, blessing,space,28.62709, we can all just sit back and relax,return,15.90373
